time,open,high,low,close,volume
2026-09-07T13:00:00+00:00,2379.54,2381.31,2378.38,2380.15,946
2026-09-07T14:00:00+00:00,2382.37,2384.16,2380.34,2382.14,3151
2026-09-07T15:00:00+00:00,2382.65,2385.24,2380.65,2383.25,505
2026-09-07T16:00:00+00:00,2384.34,2385.06,2383.34,2384.06,653
2026-09-07T17:00:00+00:00,2383.4,2384.75,2382.26,2383.61,3106
2026-09-07T18:00:00+00:00,2383.86,2385.98,2382.01,2384.12,907
2026-09-07T19:00:00+00:00,2385.48,2386.5,2384.12,2385.14,1415
2026-09-07T20:00:00+00:00,2384.73,2385.34,2384.1,2384.71,2701
2026-09-07T21:00:00+00:00,2383.86,2385.86,2382.42,2384.41,1492
2026-09-07T22:00:00+00:00,2384.06,2385.28,2382.88,2384.1,1511
2026-09-07T23:00:00+00:00,2385.12,2385.87,2384.29,2385.04,1295
2026-09-08T00:00:00+00:00,2384.8,2386.61,2383.01,2384.81,2220
2026-09-08T01:00:00+00:00,2385.74,2386.62,2384.52,2385.4,2519
2026-09-08T02:00:00+00:00,2385.73,2387.12,2384.42,2385.81,2222
2026-09-08T03:00:00+00:00,2384.91,2386.46,2383.7,2385.25,3961
2026-09-08T04:00:00+00:00,2385.31,2386.45,2384.16,2385.3,1320
2026-09-08T05:00:00+00:00,2384.65,2386.66,2382.68,2384.69,3614
2026-09-08T06:00:00+00:00,2385.46,2386.36,2384.44,2385.34,3054
2026-09-08T07:00:00+00:00,2384.71,2385.39,2384.1,2384.78,3225
2026-09-08T08:00:00+00:00,2385.53,2387.33,2383.93,2385.72,2111
2026-09-08T09:00:00+00:00,2386.27,2386.93,2385.27,2385.93,3407
2026-09-08T10:00:00+00:00,2385.27,2386.76,2383.93,2385.42,3416
2026-09-08T11:00:00+00:00,2385.6,2387.99,2384.13,2386.53,1848
2026-09-08T12:00:00+00:00,2385.97,2387.54,2384.95,2386.51,2649
2026-09-08T13:00:00+00:00,2386.73,2387.53,2385.72,2386.53,2031
2026-09-08T14:00:00+00:00,2385.83,2387.3,2384.33,2385.79,946
2026-09-08T15:00:00+00:00,2387.14,2387.75,2385.93,2386.54,1006
2026-09-08T16:00:00+00:00,2388.62,2390.47,2386.52,2388.37,2057
2026-09-08T17:00:00+00:00,2387.16,2389.11,2385.4,2387.35,701
2026-09-08T18:00:00+00:00,2386.76,2387.51,2385.76,2386.51,2718
2026-09-08T19:00:00+00:00,2387.6,2388.46,2386.19,2387.04,624
2026-09-08T20:00:00+00:00,2388.73,2389.74,2387.5,2388.51,3061
2026-09-08T21:00:00+00:00,2388.42,2389.39,2387.59,2388.56,753
2026-09-08T22:00:00+00:00,2387.98,2389.3,2387.33,2388.65,2980
2026-09-08T23:00:00+00:00,2387.75,2389.43,2386.61,2388.29,1573
