time,open,high,low,close,volume
2026-08-18T16:00:00+00:00,2379.71,2381.32,2378.01,2379.62,2694
2026-08-18T20:00:00+00:00,2378.84,2381.21,2376.76,2379.13,2578
2026-08-19T00:00:00+00:00,2379.64,2381.17,2377.85,2379.38,2757
2026-08-19T04:00:00+00:00,2379.77,2382.65,2377.24,2380.12,1007
2026-08-19T08:00:00+00:00,2382.72,2384.29,2381.03,2382.6,2898
2026-08-19T12:00:00+00:00,2381.7,2385.3,2378.76,2382.36,690
2026-08-19T16:00:00+00:00,2381.97,2383.32,2380.19,2381.54,2838
2026-08-19T20:00:00+00:00,2382.02,2384.44,2380.29,2382.71,1240
2026-08-20T00:00:00+00:00,2384.59,2386.49,2382.76,2384.66,3416
2026-08-20T04:00:00+00:00,2385.44,2386.95,2383.98,2385.49,1343
2026-08-20T08:00:00+00:00,2383.28,2384.58,2382.06,2383.36,2356
2026-08-20T12:00:00+00:00,2381.22,2383.04,2379.63,2381.45,1236
2026-08-20T16:00:00+00:00,2381.54,2383.31,2379.34,2381.11,1906
2026-08-20T20:00:00+00:00,2380.52,2381.81,2378.91,2380.2,799
2026-08-21T00:00:00+00:00,2381.65,2383.42,2379.88,2381.66,2502
2026-08-21T04:00:00+00:00,2380.22,2383.71,2377.22,2380.7,817
2026-08-21T08:00:00+00:00,2380.75,2383.24,2378.51,2381.0,3347
2026-08-21T12:00:00+00:00,2379.6,2381.73,2377.85,2379.98,3764
2026-08-21T16:00:00+00:00,2376.31,2378.36,2374.7,2376.74,3220
2026-08-21T20:00:00+00:00,2375.87,2378.52,2373.48,2376.13,1768
2026-08-22T00:00:00+00:00,2372.64,2376.0,2369.43,2372.79,2080
2026-08-22T04:00:00+00:00,2371.78,2373.54,2369.78,2371.54,2391
2026-08-22T08:00:00+00:00,2370.38,2372.45,2368.03,2370.1,1677
2026-08-22T12:00:00+00:00,2370.01,2371.84,2368.4,2370.23,2101
2026-08-22T16:00:00+00:00,2371.93,2373.8,2370.27,2372.14,1638
2026-08-22T20:00:00+00:00,2374.29,2376.59,2371.49,2373.79,2753
2026-08-23T00:00:00+00:00,2374.07,2376.08,2371.53,2373.54,1445
2026-08-23T04:00:00+00:00,2376.32,2378.01,2374.83,2376.52,1450
2026-08-23T08:00:00+00:00,2376.33,2377.75,2375.02,2376.45,1654
2026-08-23T12:00:00+00:00,2375.52,2377.57,2373.49,2375.53,2012
2026-08-23T16:00:00+00:00,2373.84,2376.04,2372.19,2374.4,3029
2026-08-23T20:00:00+00:00,2377.55,2379.48,2375.07,2377.0,2370
